"TIME","GEO","INDIC_ED","UNIT","Value"
"2005","Belgium","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.69"
"2005","Belgium","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","5.62"
"2005","Belgium","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.30"
"2005","Belgium","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","11.42"
"2005","Belgium","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","10.84"
"2005","Belgium","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.58"
"2005","Belgium","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.35"
"2005","Belgium","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","5.88"
"2005","Bulgaria","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.25"
"2005","Bulgaria","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.86"
"2005","Bulgaria","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","1.95"
"2005","Bulgaria","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.72"
"2005","Bulgaria","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.72"
"2005","Bulgaria","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","3.60"
"2005","Bulgaria","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.65"
"2005","Bulgaria","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","11.40"
"2005","Bulgaria","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","9.66"
"2005","Bulgaria","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","1.73"
"2005","Bulgaria","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.58"
"2005","Bulgaria","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","4.25"
"2005","Czechia","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","4.08"
"2005","Czechia","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage","0.59"
"2005","Czechia","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.14"
"2005","Czechia","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","0.86"
"2005","Czechia","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.49"
"2005","Czechia","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","3.90"
"2005","Czechia","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","0.18"
"2005","Czechia","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","9.48"
"2005","Czechia","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","9.07"
"2005","Czechia","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","0.41"
"2005","Czechia","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","0.55"
"2005","Czechia","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","4.26"
"2005","Denmark","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage","8.30"
